Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2008,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Vancomycin
2008,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Cefotaxime
2008,19.7,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Clindamycin**
2008,46.1,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Erythromycin
2008,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Penicillin
2008,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Vancomycin
2008,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Cefotaxime
2008,25.3,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Clindamycin***
2008,46.6,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Erythromycin
2008,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Penicillin
2008,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Vancomycin
2015,21.8,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2015,15.1,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2015,16.5,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2015,13.3,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2015,9.9,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2009,22450,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of survivals
2009,1850,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of deaths
2009,24300,Counts,group B Streptococcus,Number of cases and deaths,Overall,Total cases
2009,1100,Counts,group B Streptococcus,Number of cases and deaths,Infants,Early-onset cases
2009,1300,Counts,group B Streptococcus,Number of cases and deaths,Infants,Late-onset cases
2009,8.1,"Per 100,000 population",group B Streptococcus,Case rates,Overall,
2009,8.1,"Per 100,000 population",group B Streptococcus,Case rates,Age,Overall
2009,64.6,"Per 100,000 population",group B Streptococcus,Case rates,Age,<1 year old
2009,0.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,1 year old
2009,0.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,2-4 years old
2009,0.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,5-17 years old
2009,1.8,"Per 100,000 population",group B Streptococcus,Case rates,Age,18-34 years old
2009,5.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,35-49 years old
2009,12.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,50-64 years old
2009,27,"Per 100,000 population",group B Streptococcus,Case rates,Age,≥65 years old
2009,8.1,"Per 100,000 population",group B Streptococcus,Case rates,Race,Overall
2009,7.5,"Per 100,000 population",group B Streptococcus,Case rates,Race,White
2009,11.3,"Per 100,000 population",group B Streptococcus,Case rates,Race,Black
2009,6.3,"Per 100,000 population",group B Streptococcus,Case rates,Race,Other races
2009,0.28,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Early-onset
2009,0.33,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Late-onset
2009,0.28,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Overall
2009,0.22,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",White
2009,0.55,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Black
2009,0.05,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Other races
2009,0.33,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Overall
2009,0.22,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",White
2009,0.72,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Black
2009,0.3,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Other races
2009,0.59,"Per 100,000 population",group B Streptococcus,Death Rates,Overall,
2009,0.59,"Per 100,000 population",group B Streptococcus,Death Rates,Age,Overall
2009,3.78,"Per 100,000 population",group B Streptococcus,Death Rates,Age,<1 year old
2009,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,1 year old
2009,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,2-4 years old
2009,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,5-17 years old
2009,0.3,"Per 100,000 population",group B Streptococcus,Death Rates,Age,18-34 years old
2009,0.22,"Per 100,000 population",group B Streptococcus,Death Rates,Age,35-49 years old
2009,0.7,"Per 100,000 population",group B Streptococcus,Death Rates,Age,50-64 years old
2009,2.95,"Per 100,000 population",group B Streptococcus,Death Rates,Age,≥65 years old
2009,1364,Counts,group B Streptococcus,Serotypes,Overall,Number of isolates
2009,25.7,Percent,group B Streptococcus,Serotypes,Overall,Ia
2009,10.9,Percent,group B Streptococcus,Serotypes,Overall,Ib
2009,12.6,Percent,group B Streptococcus,Serotypes,Overall,II
2009,16,Percent,group B Streptococcus,Serotypes,Overall,III
2009,5.6,Percent,group B Streptococcus,Serotypes,Overall,IV
2009,28.4,Percent,group B Streptococcus,Serotypes,Overall,V
2009,0.8,Percent,group B Streptococcus,Serotypes,Overall,"VI, VII, VIII or IX"
2009,0.1,Percent,group B Streptococcus,Serotypes,Overall,Non-typeable
2009,91,Counts,group B Streptococcus,Serotypes,"Infants, early-onset disease",Number of isolates
2009,33,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ia
2009,9.9,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ib
2009,15.4,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",II
2009,19.8,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",III
2009,3.3,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",IV
2009,16.5,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",V
2009,2.2,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",VI
2009,0,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Non-typeable
2009,87,Counts,group B Streptococcus,Serotypes,"Infants, late-onset disease",Number of isolates
2009,24.1,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ia
2009,4.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ib
2009,4.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",II
2009,44.8,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",III
2009,5.7,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",IV
2009,14.9,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",V
2009,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",VI
2009,1.1,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Non-typeable
2009,613,Counts,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Number of isolates
2009,23.7,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ia
2009,10.4,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ib
2009,15.3,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",II
2009,14.7,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",III
2009,6.5,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",IV
2009,28.4,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",V
2009,1,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old","VI, VII, VIII or IX"
2009,0,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Non-typeable
2015,22.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2015,0.9,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2015,0.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2016,965,Counts,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2016,24.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2016,16.6,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2016,16,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2016,12.3,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2016,10.1,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2009,85.3,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia without focus
2009,6.7,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia with pnuemonia
2009,6.7,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Meningitis
2009,54.5,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia without focus
2009,1.7,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia with pnuemonia
2009,34.3,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Meningitis
2009,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Cefotaxime
2009,27.6,Percent,group B Streptococcus,Antibiotic resistance,Overall,Clindamycin**
2009,49.1,Percent,group B Streptococcus,Antibiotic resistance,Overall,Erythromycin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Penicillin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Vancomycin
2009,1350,Counts,group B Streptococcus,Antibiotic resistance,Number of isolates,
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Cefotaxime
2009,18.7,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Clindamycin**
2009,48.4,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Erythromycin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Penicillin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Vancomycin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Cefotaxime
2009,10.3,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Clindamycin**
2009,39.1,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Erythromycin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Penicillin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Vancomycin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Cefotaxime
2009,30.2,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Clindamycin***
2009,53.5,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Erythromycin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Penicillin
2009,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Vancomycin
2016,18.3,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2016,2.4,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2016,0.1,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2017,993,Counts,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2017,21.5,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2010,23050,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of survivals
2010,1650,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of deaths
2010,24700,Counts,group B Streptococcus,Number of cases and deaths,Overall,Total cases
2010,1045,Counts,group B Streptococcus,Number of cases and deaths,Infants,Early-onset cases
2010,1065,Counts,group B Streptococcus,Number of cases and deaths,Infants,Late-onset cases
2010,8.1,"Per 100,000 population",group B Streptococcus,Case rates,Overall,
2010,8.1,"Per 100,000 population",group B Streptococcus,Case rates,Age,Overall
2010,62.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,<1 year old
2010,0.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,1 year old
2010,0.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,2-4 years old
2010,0.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,5-17 years old
2010,2.4,"Per 100,000 population",group B Streptococcus,Case rates,Age,18-34 years old
2010,5,"Per 100,000 population",group B Streptococcus,Case rates,Age,35-49 years old
2010,13.1,"Per 100,000 population",group B Streptococcus,Case rates,Age,50-64 years old
2010,25,"Per 100,000 population",group B Streptococcus,Case rates,Age,≥65 years old
2010,8.1,"Per 100,000 population",group B Streptococcus,Case rates,Race,Overall
2010,7.7,"Per 100,000 population",group B Streptococcus,Case rates,Race,White
2010,11.1,"Per 100,000 population",group B Streptococcus,Case rates,Race,Black
2010,4.9,"Per 100,000 population",group B Streptococcus,Case rates,Race,Other races
2010,0.26,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Early-onset
2010,0.29,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Late-onset
2010,0.26,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Overall
2010,0.22,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",White
2010,0.49,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Black
2010,0.19,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Other races
2010,0.29,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Overall
2010,0.16,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",White
2010,0.73,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Black
2010,0.25,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Other races
2010,0.53,"Per 100,000 population",group B Streptococcus,Death Rates,Overall,
2010,0.53,"Per 100,000 population",group B Streptococcus,Death Rates,Age,Overall
2010,3.15,"Per 100,000 population",group B Streptococcus,Death Rates,Age,<1 year old
2010,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,1 year old
2010,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,2-4 years old
2010,0.02,"Per 100,000 population",group B Streptococcus,Death Rates,Age,5-17 years old
2010,0.03,"Per 100,000 population",group B Streptococcus,Death Rates,Age,18-34 years old
2010,0.11,"Per 100,000 population",group B Streptococcus,Death Rates,Age,35-49 years old
2010,0.93,"Per 100,000 population",group B Streptococcus,Death Rates,Age,50-64 years old
2010,2.28,"Per 100,000 population",group B Streptococcus,Death Rates,Age,≥65 years old
2010,1428,Counts,group B Streptococcus,Serotypes,Overall,Number of isolates
2010,25.1,Percent,group B Streptococcus,Serotypes,Overall,Ia
2010,14.4,Percent,group B Streptococcus,Serotypes,Overall,Ib
2010,12.7,Percent,group B Streptococcus,Serotypes,Overall,II
2010,16.2,Percent,group B Streptococcus,Serotypes,Overall,III
2010,7,Percent,group B Streptococcus,Serotypes,Overall,IV
2010,23.7,Percent,group B Streptococcus,Serotypes,Overall,V
2010,0.8,Percent,group B Streptococcus,Serotypes,Overall,"VI, VII, VIII or IX"
2010,0.1,Percent,group B Streptococcus,Serotypes,Overall,Non-typeable
2010,91,Counts,group B Streptococcus,Serotypes,"Infants, early-onset disease",Number of isolates
2010,27.5,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ia
2010,5.5,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ib
2010,11,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",II
2010,29.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",III
2010,9.9,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",IV
2010,16.5,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",V
2010,0,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",VI
2010,0,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Non-typeable
2010,78,Counts,group B Streptococcus,Serotypes,"Infants, late-onset disease",Number of isolates
2010,23.1,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ia
2010,11.5,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ib
2010,1.3,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",II
2010,55.1,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",III
2010,5.1,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",IV
2010,3.8,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",V
2010,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",VI
2010,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Non-typeable
2010,721,Counts,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Number of isolates
2010,24.8,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ia
2010,14.1,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ib
2010,13.6,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",II
2010,13,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",III
2010,7.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",IV
2010,25.7,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",V
2010,0.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old","VI, VII, VIII or IX"
2010,0,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Non-typeable
2017,15,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2017,18.6,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2017,12.7,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2017,12.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2017,18.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2017,1.6,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2017,0.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2018,1016,Counts,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2018,22.4,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2010,85.3,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia without focus
2010,4.3,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia with pnuemonia
2010,10.1,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Meningitis
2010,55.3,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia without focus
2010,2.6,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia with pnuemonia
2010,35.5,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Meningitis
2010,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Cefotaxime
2010,28.9,Percent,group B Streptococcus,Antibiotic resistance,Overall,Clindamycin**
2010,49.5,Percent,group B Streptococcus,Antibiotic resistance,Overall,Erythromycin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Penicillin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Vancomycin
2010,1411,Counts,group B Streptococcus,Antibiotic resistance,Number of isolates,
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Cefotaxime
2010,26.4,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Clindamycin**
2010,47.3,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Erythromycin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Penicillin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Vancomycin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Cefotaxime
2010,19.2,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Clindamycin**
2010,52.6,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Erythromycin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Penicillin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Vancomycin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Cefotaxime
2010,31.2,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Clindamycin***
2010,51.7,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Erythromycin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Penicillin
2010,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Vancomycin
2018,15.8,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2018,17.7,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2018,12.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2018,14.6,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2018,15.4,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2011,25035,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of survivals
2011,1575,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of deaths
2011,26610,Counts,group B Streptococcus,Number of cases and deaths,Overall,Total cases
2011,960,Counts,group B Streptococcus,Number of cases and deaths,Infants,Early-onset cases
2011,1150,Counts,group B Streptococcus,Number of cases and deaths,Infants,Late-onset cases
2011,8.5,"Per 100,000 population",group B Streptococcus,Case rates,Overall,
2011,8.5,"Per 100,000 population",group B Streptococcus,Case rates,Age,Overall
2011,61.5,"Per 100,000 population",group B Streptococcus,Case rates,Age,<1 year old
2011,1,"Per 100,000 population",group B Streptococcus,Case rates,Age,1 year old
2011,0.5,"Per 100,000 population",group B Streptococcus,Case rates,Age,2-4 years old
2011,0.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,5-17 years old
2011,2.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,18-34 years old
2011,5.8,"Per 100,000 population",group B Streptococcus,Case rates,Age,35-49 years old
2011,13.1,"Per 100,000 population",group B Streptococcus,Case rates,Age,50-64 years old
2011,27.5,"Per 100,000 population",group B Streptococcus,Case rates,Age,≥65 years old
2011,8.5,"Per 100,000 population",group B Streptococcus,Case rates,Race,Overall
2011,8.1,"Per 100,000 population",group B Streptococcus,Case rates,Race,White
2011,11.5,"Per 100,000 population",group B Streptococcus,Case rates,Race,Black
2011,6.2,"Per 100,000 population",group B Streptococcus,Case rates,Race,Other races
2011,0.26,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Early-onset
2011,0.31,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Late-onset
2011,0.26,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Overall
2011,0.18,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",White
2011,0.57,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Black
2011,0.24,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Other races
2011,0.31,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Overall
2011,0.21,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",White
2011,0.6,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Black
2011,0.4,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Other races
2011,0.5,"Per 100,000 population",group B Streptococcus,Death Rates,Overall,
2011,0.5,"Per 100,000 population",group B Streptococcus,Death Rates,Age,Overall
2011,3.79,"Per 100,000 population",group B Streptococcus,Death Rates,Age,<1 year old
2011,0.24,"Per 100,000 population",group B Streptococcus,Death Rates,Age,1 year old
2011,0.08,"Per 100,000 population",group B Streptococcus,Death Rates,Age,2-4 years old
2011,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,5-17 years old
2011,0.03,"Per 100,000 population",group B Streptococcus,Death Rates,Age,18-34 years old
2011,0.13,"Per 100,000 population",group B Streptococcus,Death Rates,Age,35-49 years old
2011,0.7,"Per 100,000 population",group B Streptococcus,Death Rates,Age,50-64 years old
2011,2.26,"Per 100,000 population",group B Streptococcus,Death Rates,Age,≥65 years old
2011,1726,Counts,group B Streptococcus,Serotypes,Overall,Number of isolates
2011,25.1,Percent,group B Streptococcus,Serotypes,Overall,Ia
2011,16.4,Percent,group B Streptococcus,Serotypes,Overall,Ib
2011,12.8,Percent,group B Streptococcus,Serotypes,Overall,II
2011,16.2,Percent,group B Streptococcus,Serotypes,Overall,III
2011,7,Percent,group B Streptococcus,Serotypes,Overall,IV
2011,21.4,Percent,group B Streptococcus,Serotypes,Overall,V
2011,0.8,Percent,group B Streptococcus,Serotypes,Overall,"VI, VII, VIII or IX"
2011,0.5,Percent,group B Streptococcus,Serotypes,Overall,Non-typeable
2011,75,Counts,group B Streptococcus,Serotypes,"Infants, early-onset disease",Number of isolates
2011,24,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ia
2011,13.3,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ib
2011,17.3,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",II
2011,30.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",III
2011,2.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",IV
2011,10.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",V
2011,1.3,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",VI
2011,0,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Non-typeable
2011,85,Counts,group B Streptococcus,Serotypes,"Infants, late-onset disease",Number of isolates
2011,21.2,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ia
2011,10.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ib
2011,2.4,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",II
2011,55.3,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",III
2011,5.9,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",IV
2011,4.7,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",V
2011,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",VI
2011,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Non-typeable
2011,843,Counts,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Number of isolates
2011,26.1,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ia
2011,17.8,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ib
2011,13.3,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",II
2011,13.8,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",III
2011,8.2,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",IV
2011,19.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",V
2011,0.6,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old","VI, VII, VIII or IX"
2011,0.5,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Non-typeable
2018,1.9,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2018,0,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2019,1032,Counts,Group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2019,22.9,Percent,Group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2019,15.7,Percent,Group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
